title,price,location,Mileage,Drivetrain,Exterior color,Interior color,Fuel Consumption,Fuel type,Battery charge time,Battery range,Make:,Model:,Year:,Trim:,Body type:,Exterior colour:,Interior colour:,Mileage:,Condition:,VIN:,Stock number:,Combined gas mileage:,City gas mileage:,Highway gas mileage:,Fuel type:,Battery capacity:,Battery charge time (240V):,Battery range:,Transmission:,Drivetrain:,NHTSA overall safety rating:,NHTSA frontal crash rating:,NHTSA side crash rating:,NHTSA rollover rating:,Doors:,Front legroom:,Back legroom:,Cargo volume:,Transmission,Dealer:,Backup camera,Battery charge time (120V):,Cabin size:,Bed length:,Safety rating,Alloy wheels,Bluetooth
2022 Tesla Model Y Long Range AWD,"$42,880","Concord, ON","96,760",All-Wheel Drive,White,,1.945 L/100km,Electric,10 hr,531 km,Tesla,Model Y,2022.0,Long Range AWD,SUV / Crossover,White,,"96,760 km",Used,7SAYGDEE0NF330100,Ma10-330100,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,531 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,971 L,Automatic,,,,,,,,
2022 Tesla Model 3 RWD,"$34,895","Pointe-aux-trembles, QC","21,754",Rear-Wheel Drive,White,Black,1.9 L/100km,Electric,10 hr,430 km,Tesla,Model 3,2022.0,RWD,Sedan,White,Black,"21,754 km",Used,5YJ3E1EA5NF250834,A0137,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,60 kWh,10 hr,430 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,,,,,,,,,
2022 Tesla Model Y Performance AWD,"$53,888","Burnaby, BC","48,079",All-Wheel Drive,Galactic Gray,Black,2.09 L/100km,Electric,10 hr,488 km,Tesla,Model Y,2022.0,Performance AWD,SUV / Crossover,Galactic Gray,Black,"48,079 km",Used,7SAYGDEF0NF562639,PB2639,2.1 L/100km,2 L/100km,2.2 L/100km,Electric,75 kWh,10 hr,488 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,971 L,,,,,,,,,
2020 Tesla Model 3 Standard Range AWD,"$23,980","Concord, ON","104,700",All-Wheel Drive,Gray,,,Electric,10 hr,354 km,Tesla,Model 3,2020.0,Standard Range AWD,Sedan,Gray,,"104,700 km",Used,5YJ3E1EA1LF734688,M10-734688,,,,Electric,50 kWh,10 hr,354 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2023 Tesla Model X AWD,"$95,985","Laval, QC • Home delivery available","39,423",All-Wheel Drive,Gray,Black,2.29 L/100km,Electric,14 hr,560 km,Tesla,Model X,2023.0,AWD,SUV / Crossover,Gray,Black,"39,423 km",Used,7SAXCDE57PF372578,U2697A,2.3 L/100km,2.2 L/100km,2.4 L/100km,Electric,100 kWh,,560 km,Automatic,All-Wheel Drive,,,,,4 doors,1044 mm,983 mm,1231 L,,,,14 hr,,,,,
2021 Tesla Model 3 Standard Range Plus RWD,"$22,950","Mississauga, ON","150,786",Rear-Wheel Drive,White,,1.9 L/100km,Electric,10 hr,430 km,Tesla,Model 3,2021.0,Standard Range Plus RWD,Sedan,White,,"150,786 km",Used,5YJ3E1EA5MF842703,1758,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,430 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2022 Tesla Model Y Long Range AWD,"$45,985","North York, ON • Home delivery available","73,323",All-Wheel Drive,Black,,1.945 L/100km,Electric,10 hr,531 km,Tesla,Model Y,2022.0,Long Range AWD,SUV / Crossover,Black,,"73,323 km",Used,7SAYGDEE0NF385338,385338,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,531 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,971 L,Automatic,,,,,,,,
2022 Tesla Model Y Long Range AWD,"$47,480","Montréal, QC • Home delivery available","55,419",All-Wheel Drive,Black,White,1.945 L/100km,Electric,10 hr,531 km,Tesla,Model Y,2022.0,Long Range AWD,SUV / Crossover,Black,White,"55,419 km",Used,7SAYGDEE3NF376018,OV-V25101A,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,531 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,971 L,,,,,,,,,
2020 Tesla Model 3 Standard Range AWD,"$27,990","Concord, ON","50,980",All-Wheel Drive,Black,,,Electric,10 hr,354 km,Tesla,Model 3,2020.0,Standard Range AWD,Sedan,Black,,"50,980 km",Used,5YJ3E1EA0LF793795,M09-793795,,,,Electric,50 kWh,10 hr,354 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2020 Tesla Model 3 Standard Range Plus RWD,"$24,998","St. Andrews, MB","167,214",Rear-Wheel Drive,Red,Black,1.9 L/100km,Electric,10 hr,402 km,Tesla,Model 3,2020.0,Standard Range Plus RWD,Sedan,Red,Black,"167,214 km",Used,5YJ3E1EA7LF625362,133,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,402 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2022 Tesla Model 3 Long Range AWD,"$48,980","Vancouver, BC","17,188",All-Wheel Drive,Blue,,1.9 L/100km,Electric,10 hr,538 km,Tesla,Model 3,2022.0,Long Range AWD,Sedan,Blue,,"17,188 km",Used,5YJ3E1EB5NF253807,224164,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,82 kWh,10 hr,538 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,Automatic,,,,,,,,
2020 Tesla Model 3 Standard Range Plus RWD,"$27,888","Mississauga, ON","78,462",Rear-Wheel Drive,White,,1.9 L/100km,Electric,10 hr,402 km,Tesla,Model 3,2020.0,Standard Range Plus RWD,Sedan,White,,"78,462 km",Used,5YJ3E1EA5LF603876,603876,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,402 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2020 Tesla Model Y Performance AWD,"$37,887","Concord, ON","119,700",All-Wheel Drive,Black,,1.99 L/100km,Electric,10 hr,507 km,Tesla,Model Y,2020.0,Performance AWD,SUV / Crossover,Black,,"119,700 km",Used,07Ma-884620,2 L/100km,1.9 L/100km,2.1 L/100km,Electric,75 kWh,10 hr,507 km,Automatic,All-Wheel Drive,4 doors,,,,,1062 mm,1029 mm,1925 L,,Automatic,,,,,,,,
2022 Tesla Model 3 RWD,"$38,997","Langley, BC","20,717",Rear-Wheel Drive,,,,Electric,10 hr,430 km,Tesla,Model 3,2022.0,RWD,Sedan,,,"20,717 km",Used,5YJ3E1EA1NF337646,PA9730,,,,Electric,60 kWh,10 hr,430 km,1-Speed Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,1-Speed Automatic,,,,,,,,
2019 Tesla Model 3 Long Range AWD,"$33,990","Etobicoke, ON","43,060",All-Wheel Drive,White,,2.045 L/100km,Electric,10 hr,499 km,Tesla,Model 3,2019.0,Long Range AWD,Sedan,White,,"43,060 km",Used,5YJ3E1EB4KF517689,39741,2 L/100km,2 L/100km,2.1 L/100km,Electric,75 kWh,10 hr,499 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2023 Tesla Model Y RWD,"$39,995","Salaberry-de-Valleyfield, QC","48,687",Rear-Wheel Drive,Blue,Black,,Electric,9.4 hr,418 km,Tesla,Model Y,2023.0,RWD,SUV / Crossover,Blue,Black,"48,687 km",Used,LRWYGDFD7PC931567,1576U,,,,Electric,67.6 kWh,9.4 hr,418 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1064 mm,1029 mm,971 L,Automatic,,,,,,,,
2023 Tesla Model Y RWD,"$42,988","Saint-Hubert, QC","23,325",Rear-Wheel Drive,Pearl White Multi-Coat,Black,,Electric,9.4 hr,418 km,Tesla,Model Y,2023.0,RWD,SUV / Crossover,Pearl White Multi-Coat,Black,"23,325 km",Used,LRWYGDFD3PC966185,25-157A,,,,Electric,67.6 kWh,9.4 hr,418 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1064 mm,1029 mm,971 L,Automatic,,,,,,,,
2016 Tesla Model S P90D AWD,"$29,955","Montreal, QC","280,200",All-Wheel Drive,White,Cream,2.51 L/100km,Electric,12 hr,435 km,Tesla,Model S,2016.0,P90D AWD,Sedan,White,Cream,"280,200 km",Used,5YJSA1E40GF136678,TES-1178,2.5 L/100km,2.6 L/100km,2.4 L/100km,Electric,90 kWh,12 hr,435 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,899 mm,894 L,,,,,,,,,
2022 Tesla Model 3 Long Range AWD,"$40,500","Richmond Hill, ON","51,601",All-Wheel Drive,Black,Black,1.9 L/100km,Electric,10 hr,538 km,Tesla,Model 3,2022.0,Long Range AWD,Sedan,Black,Black,"51,601 km",Used,5YJ3E1EB0NF335184,PM2935,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,82 kWh,10 hr,538 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,,,,,,,,,
2022 Tesla Model Y Long Range AWD,"$49,514","Edmonton, AB","57,985",All-Wheel Drive,,,,Electric,10 hr,531 km,Tesla,Model Y,2022.0,Long Range AWD,SUV / Crossover,,,"57,985 km",Used,7SAYGDEE4NF415070,PM0346,,,,Electric,75 kWh,10 hr,531 km,1-Speed Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,971 L,1-Speed Automatic,,,,,,,,
2022 Tesla Model 3 RWD,"$34,988","Victoriaville, QC","41,500",Rear-Wheel Drive,Gray (Gris fonçé),,1.9 L/100km,Electric,10 hr,430 km,Tesla,Model 3,2022.0,RWD,Sedan,Gray (Gris fonçé),,"41,500 km",Used,5YJ3E1EA1NF200965,37428823,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,60 kWh,10 hr,430 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,Automatic,,,,,,,,
2023 Tesla Model 3 RWD,"$34,880","Concord, ON","52,600",Rear-Wheel Drive,White,,1.9 L/100km,Electric,10.4 hr,438 km,Tesla,Model 3,2023.0,RWD,Sedan,White,,"52,600 km",Used,M08-889972,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10.4 hr,438 km,Automatic,Rear-Wheel Drive,4 doors,,,,,1085 mm,894 mm,648 L,,Automatic,,,,,,,,
2022 Tesla Model X AWD,"$93,888","Surrey, BC","51,000",All-Wheel Drive,Gray,White,2.29 L/100km,Electric,,534 km,Tesla,Model X,2022.0,AWD,SUV / Crossover,Gray,White,"51,000 km",Used,7SAXCDE51NF341341,1341,2.3 L/100km,2.2 L/100km,2.4 L/100km,Electric,100 kWh,,534 km,Automatic,All-Wheel Drive,,,,,4 doors,1044 mm,983 mm,1231 L,Automatic,,,,,,,,
2023 Tesla Model Y,"$44,888","Calgary, AB","15,443",,White,,,Electric,,,Tesla,Model Y,2023.0,,,White,,"15,443 km",Used,7SAYGDEE7PF600183,SGA0183A,,,,Electric,,,,Automatic,,,,,,,,,,Automatic,,,,,,,,
2015 Tesla Model S P90D AWD,"$28,900","Montreal, QC","150,000",All-Wheel Drive,Red,Black,2.51 L/100km,Electric,12 hr,407 km,Tesla,Model S,2015.0,P90D AWD,Sedan,Red,Black,"150,000 km",Used,5YJSA1E43FF116682,AL-FF116682,2.5 L/100km,2.6 L/100km,2.4 L/100km,Electric,90 kWh,12 hr,407 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,899 mm,894 L,,,,,,,,,
2021 Tesla Model 3 Long Range AWD,"$34,995","Acton, ON","79,350",All-Wheel Drive,Gray,,1.9 L/100km,Electric,10 hr,568 km,Tesla,Model 3,2021.0,Long Range AWD,Sedan,Gray,,"79,350 km",Used,5YJ3E1EB6MF979450,838,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,82 kWh,10 hr,568 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2019 Tesla Model 3 Standard Plus RWD,"$28,800","Vancouver, BC","90,000",Rear-Wheel Drive,White,,1.9 L/100km,Electric,10 hr,386 km,Tesla,Model 3,2019.0,Standard Plus RWD,Sedan,White,,"90,000 km",Used,5YJ3E1EA1KF397065,7065,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,386 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2022 Tesla Model 3 Performance AWD,"$46,888","Toronto, ON • Home delivery available","60,400",All-Wheel Drive,Black,Black,2.09 L/100km,Electric,10 hr,507 km,Tesla,Model 3,2022.0,Performance AWD,Sedan,Black,Black,"60,400 km",Used,5YJ3E1EC0NF259880,2790,2.1 L/100km,2 L/100km,2.2 L/100km,Electric,82 kWh,10 hr,507 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,,,,,,,,,
2020 Tesla Model 3 Standard Range AWD,"$25,490","Concord, ON","96,733",All-Wheel Drive,White,,,Electric,10 hr,354 km,Tesla,Model 3,2020.0,Standard Range AWD,Sedan,White,,"96,733 km",Used,M05-881497,Electric,,,,50 kWh,10 hr,354 km,Automatic,All-Wheel Drive,4 doors,,,,,1085 mm,894 mm,424 L,,Automatic,,,,,,,,
2017 Tesla Model S 75D AWD,"$33,999","Mississauga, ON • Home delivery available","135,000",All-Wheel Drive,Gray,Black,2.255 L/100km,Electric,12 hr,417 km,Tesla,Model S,2017.0,75D AWD,Sedan,Gray,Black,"135,000 km",Used,5YJSA1E27HF231626,63617348,2.3 L/100km,2.3 L/100km,2.2 L/100km,Electric,75 kWh,12 hr,417 km,Continuously Variable Transmission,All-Wheel Drive,,,,,4 doors,1085 mm,899 mm,894 L,,,,,,,,,
2013 Tesla Model S 85 RWD,"$15,490","Fenwick, ON","267,000",Rear-Wheel Drive,White,,2.655 L/100km,Electric,12 hr,426 km,Tesla,Model S,2013.0,85 RWD,Sedan,White,,"267,000 km",Used,5YJSA1CN3DFP05952,0504,2.7 L/100km,2.7 L/100km,2.6 L/100km,Electric,85 kWh,12 hr,426 km,Continuously Variable Transmission,Rear-Wheel Drive,,,,,4 doors,1085 mm,899 mm,894 L,Continuously Variable Transmission,,,,,,,,
2022 Tesla Model 3 RWD,"$34,999","Vaughan, ON","45,500",Rear-Wheel Drive,White,White,1.9 L/100km,Electric,10 hr,430 km,Tesla,Model 3,2022.0,RWD,Sedan,White,White,"45,500 km",Used,5YJ3E1EA4NF177679,177679,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,60 kWh,10 hr,430 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,,GSP Motorsports,,,,,,,
2016 Tesla Model X 90D AWD,"$55,777","Toronto, ON","71,400",All-Wheel Drive,Silver,Cream,2.555 L/100km,Electric,12 hr,414 km,Tesla,Model X,2016.0,90D AWD,SUV / Crossover,Silver,Cream,"71,400 km",Used,008900,2.6 L/100km,2.6 L/100km,2.5 L/100km,Electric,90 kWh,12 hr,414 km,Automatic,All-Wheel Drive,4 doors,,,,,1046 mm,975 mm,736 L,,,,,,,,,,
2016 Tesla Model S 90D AWD,"$29,955","Montreal, QC","218,800",All-Wheel Drive,Blue,Brown (Beige),2.255 L/100km,Electric,12 hr,473 km,Tesla,Model S,2016.0,90D AWD,Sedan,Blue,Brown (Beige),"218,800 km",Used,5YJSA1E28GF123305,TES-1713,2.3 L/100km,2.3 L/100km,2.2 L/100km,Electric,90 kWh,12 hr,473 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,899 mm,894 L,,,,,,,,,
2024 Tesla Model Y Long Range AWD,"$55,881","Edmonton, AB","65,350",All-Wheel Drive,White,Black,,Electric,9 hr,499 km,Tesla,Model Y,2024.0,Long Range AWD,SUV / Crossover,White,Black,"65,350 km",Used,7SAYGAEE6RF017959,42712A,,,,Electric,81 kWh,9 hr,499 km,1-Speed Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,971 L,1-Speed Automatic,,,,,,,,
2018 Tesla Model 3 Long Range RWD,"$22,880","Scarborough, ON • Home delivery available","179,677",Rear-Wheel Drive,Blue,,1.9 L/100km,Electric,12 hr,499 km,Tesla,Model 3,2018.0,Long Range RWD,Sedan,Blue,,"179,677 km",Used,5YJ3E1EA0JF029460,029460,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,75 kWh,12 hr,499 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2021 Tesla Model 3 Performance AWD,"$44,692","Chilliwack, BC","70,501",All-Wheel Drive,Black,,2.09 L/100km,Electric,10 hr,507 km,Tesla,Model 3,2021.0,Performance AWD,Sedan,Black,,"70,501 km",Used,5YJ3E1ECXMF975541,UC975541,2.1 L/100km,2 L/100km,2.2 L/100km,Electric,82 kWh,10 hr,507 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2013 Tesla Model S Performance RWD,"$19,999","Toronto, ON","289,607",Rear-Wheel Drive,Black,Brown,2.655 L/100km,Electric,12 hr,407 km,Tesla,Model S,2013.0,Performance RWD,Sedan,Black,Brown,"289,607 km",Used,5YJSA1DPXDFP06841,1042,2.7 L/100km,2.7 L/100km,2.6 L/100km,Electric,40 kWh,12 hr,407 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,899 mm,894 L,,,,,,,,,
2023 Tesla Model Y RWD,"$44,995","Kelowna, BC","55,325",Rear-Wheel Drive,Blue,,,Electric,9.4 hr,418 km,Tesla,Model Y,2023.0,RWD,SUV / Crossover,Blue,,"55,325 km",Used,LRWYGDFD0PC939395,PKT9395,,,,Electric,67.6 kWh,9.4 hr,418 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1064 mm,1029 mm,971 L,Automatic,,,,,,,,
2018 Tesla Model 3 Long Range AWD,"$26,998","Vaudreuil-Dorion, QC • Home delivery available","113,168",All-Wheel Drive,Blue,Black,2.045 L/100km,Electric,10 hr,499 km,Tesla,Model 3,2018.0,Long Range AWD,Sedan,Blue,Black,"113,168 km",Used,5YJ3E1EB1JF127034,611875,2 L/100km,2 L/100km,2.1 L/100km,Electric,75 kWh,10 hr,499 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2022 Tesla Model Y Performance AWD,"$59,995","Abbotsford, BC","19,000",All-Wheel Drive,White,,2.09 L/100km,Electric,10 hr,488 km,Tesla,Model Y,2022.0,Performance AWD,SUV / Crossover,White,,"19,000 km",Used,7SAYGDEF8NF512880,A4108,2.1 L/100km,2 L/100km,2.2 L/100km,Electric,75 kWh,10 hr,488 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,971 L,Automatic,,,,,,,,
2019 Tesla Model 3 Standard Plus RWD,"$30,800","Richmond, BC","74,000",Rear-Wheel Drive,Black,Black,1.9 L/100km,Electric,10 hr,386 km,Tesla,Model 3,2019.0,Standard Plus RWD,Sedan,Black,Black,"74,000 km",Used,5YJ3E1EA1KF395056,LR24-375,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,386 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2023 Tesla Model Y Long Range AWD,"$50,990","Etobicoke, ON","38,697",All-Wheel Drive,White,Black,1.945 L/100km,Electric,11.5 hr,531 km,Tesla,Model Y,2023.0,Long Range AWD,SUV / Crossover,White,Black,"38,697 km",Used,7SAYGDEE4PF775930,38786,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,81 kWh,11.5 hr,531 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,971 L,,,,,,,,,
2022 Tesla Model 3 RWD,"$34,899","Saint-Bruno, QC","47,000",Rear-Wheel Drive,,,1.9 L/100km,Electric,10 hr,430 km,Tesla,Model 3,2022.0,RWD,Sedan,,,"47,000 km",Used,5YJ3E1EA5NF165783,A4137B,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,60 kWh,10 hr,430 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,Automatic,,,,,,,,
2016 Tesla Model X 90D AWD,"$49,750","Coquitlam, BC","139,485",All-Wheel Drive,Blue,,2.555 L/100km,Electric,12 hr,414 km,Tesla,Model X,2016.0,90D AWD,SUV / Crossover,Blue,,"139,485 km",Used,5YJXCBE24GF015933,015933,2.6 L/100km,2.6 L/100km,2.5 L/100km,Electric,90 kWh,12 hr,414 km,Automatic,All-Wheel Drive,,,,,4 doors,1046 mm,975 mm,736 L,Automatic,,,,,,,,
2019 Tesla Model 3,"$28,995","Langley, BC","114,384",,Gray,,,Electric,,,Tesla,Model 3,2019.0,,,Gray,,"114,384 km",Used,5YJ3E1EAXKF315155,B4196,,,,Electric,,,,Automatic,,,,,,,,,,Automatic,,,,,,5/5 stars,,
2022 Tesla Model 3 RWD,"$36,995","Ottawa, ON","48,820",Rear-Wheel Drive,White,,1.9 L/100km,Electric,10 hr,430 km,Tesla,Model 3,2022.0,RWD,Sedan,White,,"48,820 km",Used,5YJ3E1EA2NF166146,T9223,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,60 kWh,10 hr,430 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,Automatic,,,,,,,,
2022 Tesla Model Y Long Range AWD,"$49,986","Cowansville, QC • Home delivery available","36,697",All-Wheel Drive,Gray (Gris fonçé),,1.945 L/100km,Electric,10 hr,531 km,Tesla,Model Y,2022.0,Long Range AWD,SUV / Crossover,Gray (Gris fonçé),,"36,697 km",Used,7SAYGDEE0NF318190,EH105,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,531 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,971 L,Automatic,,,,,,,,
2020 Tesla Model 3 Long Range AWD,"$35,984","Cowansville, QC • Home delivery available","42,133",All-Wheel Drive,Black,,1.945 L/100km,Electric,10 hr,518 km,Tesla,Model 3,2020.0,Long Range AWD,Sedan,Black,,"42,133 km",Used,5YJ3E1EB4LF670560,D0593,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,518 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2020 Tesla Model 3 Standard Range Plus RWD,"$28,980","Toronto, ON","82,064",Rear-Wheel Drive,Gray,,1.9 L/100km,Electric,10 hr,402 km,Tesla,Model 3,2020.0,Standard Range Plus RWD,Sedan,Gray,,"82,064 km",Used,5YJ3E1EA5LF784039,784039,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,402 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2022 Tesla Model 3 Long Range AWD,"$44,988","Brantford, ON","34,680",All-Wheel Drive,White,Black,1.9 L/100km,Electric,10 hr,538 km,Tesla,Model 3,2022.0,Long Range AWD,Sedan,White,Black,"34,680 km",Used,5YJ3E1EB2NF194425,194425,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,82 kWh,10 hr,538 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,,,,,,,,,
2018 Tesla Model 3 Long Range AWD,"$29,498","St-leonard, QC • Home delivery available","65,938",All-Wheel Drive,Black,Black,2.045 L/100km,Electric,10 hr,499 km,Tesla,Model 3,2018.0,Long Range AWD,Sedan,Black,Black,"65,938 km",Used,5YJ3E1EB9JF110756,613791,2 L/100km,2 L/100km,2.1 L/100km,Electric,75 kWh,10 hr,499 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2019 Tesla Model 3 Standard RWD,"$26,990","Etobicoke, ON","85,760",Rear-Wheel Drive,Black,Black,1.9 L/100km,Electric,10 hr,354 km,Tesla,Model 3,2019.0,Standard RWD,Sedan,Black,Black,"85,760 km",Used,5YJ3E1EA8KF322010,39141,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,354 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2022 Tesla Model 3 Long Range AWD,"$39,999","Saint-Jean-sur-Richelieu, QC","63,303",All-Wheel Drive,Gray,,,Electric,10 hr,538 km,Tesla,Model 3,2022.0,Long Range AWD,Sedan,Gray,,"63,303 km",Used,5YJ3E1EB0NF112823,P9853,,,,Electric,82 kWh,10 hr,538 km,1-Speed Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,1-Speed Automatic,,,,,,,,
2022 Tesla Model 3 Performance AWD,"$47,988","Burlington, ON • Home delivery available","53,743",All-Wheel Drive,Gray,,2.09 L/100km,Electric,10 hr,507 km,Tesla,Model 3,2022.0,Performance AWD,Sedan,Gray,,"53,743 km",Used,5YJ3E1ECXNF110117,191,2.1 L/100km,2 L/100km,2.2 L/100km,Electric,82 kWh,10 hr,507 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,Automatic,,,,,,,,
2022 Tesla Model Y Long Range AWD,"$57,897","Surrey, BC","21,354",All-Wheel Drive,Silver,,1.945 L/100km,Electric,10 hr,531 km,Tesla,Model Y,2022.0,Long Range AWD,SUV / Crossover,Silver,,"21,354 km",Used,7SAYGAEE6NF535726,S4283,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,531 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,971 L,Automatic,,,,,,,,
2020 Tesla Model 3 Standard Range Plus RWD,"$24,590","Etobicoke, ON","129,886",Rear-Wheel Drive,White,Black,1.9 L/100km,Electric,10 hr,402 km,Tesla,Model 3,2020.0,Standard Range Plus RWD,Sedan,White,Black,"129,886 km",Used,5YJ3E1EAXLF789558,39048,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,402 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2019 Tesla Model S 100D AWD,"$49,988","Calgary, AB","178,312",All-Wheel Drive,,,2.3 L/100km,Electric,12 hr,539 km,Tesla,Model S,2019.0,100D AWD,Sedan,,,"178,312 km",Used,5YJSA1E29KF308181,308181,2.3 L/100km,2.3 L/100km,2.3 L/100km,Electric,100 kWh,12 hr,539 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,899 mm,744 L,Automatic,,,,,,,,
2020 Tesla Model 3 Long Range AWD,"$34,995","Hamilton, ON","57,625",All-Wheel Drive,White,Black,1.945 L/100km,Electric,10 hr,518 km,Tesla,Model 3,2020.0,Long Range AWD,Sedan,White,Black,"57,625 km",Used,5YJ3E1EB2LF789191,,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,518 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
